date,total.confirmed,district,state,total.deceased,total.recovered,delta.confirmed,delta.deceased,delta.recovered,delta.tested,total.tested,delta.other,total.other
2020-07-08,1334.0,Agra,UP,93.0,1097.0,23.0,7.0,,,13162.0
2020-07-09,1346.0,Agra,UP,93.0,1102.0,12.0,5.0,,,13162.0
2020-07-10,1367.0,Agra,UP,93.0,1111.0,21.0,9.0,,15759.0,28921.0
2020-07-11,1380.0,Agra,UP,93.0,1126.0,13.0,15.0,,511.0,29432.0
2020-07-12,1386.0,Agra,UP,94.0,1135.0,6.0,9.0,1.0,497.0,29929.0
2020-07-13,1395.0,Agra,UP,94.0,1140.0,9.0,5.0,,581.0,30510.0
2020-07-14,1414.0,Agra,UP,95.0,1158.0,19.0,18.0,1.0,907.0,31417.0
2020-07-15,1424.0,Agra,UP,95.0,1170.0,10.0,12.0,,821.0,32238.0
2020-07-16,1441.0,Agra,UP,96.0,1192.0,17.0,22.0,1.0,898.0,33136.0
2020-07-17,1457.0,Agra,UP,96.0,1201.0,16.0,9.0,,796.0,33932.0
2020-07-18,1477.0,Agra,UP,96.0,1214.0,20.0,13.0,,611.0,34543.0
2020-07-19,1497.0,Agra,UP,96.0,1233.0,20.0,19.0,,475.0,35018.0
2020-07-20,1508.0,Agra,UP,96.0,1247.0,11.0,14.0,,,35018.0
2020-07-21,1529.0,Agra,UP,96.0,1255.0,21.0,8.0,,1094.0,36112.0
2020-07-22,1543.0,Agra,UP,97.0,1270.0,14.0,15.0,1.0,835.0,36947.0
2020-07-23,1566.0,Agra,UP,97.0,1275.0,23.0,5.0,,889.0,37836.0
2020-07-24,1591.0,Agra,UP,99.0,1287.0,25.0,12.0,2.0,,37836.0
2020-07-25,1609.0,Agra,UP,99.0,1320.0,18.0,33.0,,2122.0,39958.0
2020-07-26,1629.0,Agra,UP,99.0,1351.0,20.0,31.0,,1586.0,41544.0
2020-07-27,1667.0,Agra,UP,99.0,1367.0,38.0,16.0,,1607.0,43151.0
2020-07-28,1684.0,Agra,UP,99.0,1376.0,17.0,9.0,,,43151.0
2020-07-29,1705.0,Agra,UP,99.0,1394.0,21.0,18.0,,3490.0,46641.0
2020-07-30,1743.0,Agra,UP,100.0,1403.0,38.0,9.0,1.0,2062.0,48703.0
2020-07-31,1793.0,Agra,UP,100.0,1423.0,50.0,20.0,,2056.0,50759.0
2020-08-01,1826.0,Agra,UP,100.0,1447.0,33.0,24.0,,2183.0,52942.0
2020-08-02,1861.0,Agra,UP,101.0,1472.0,35.0,25.0,1.0,2018.0,54960.0
2020-08-03,1895.0,Agra,UP,99.0,1494.0,34.0,22.0,-2.0,1603.0,56563.0
2020-08-04,1905.0,Agra,UP,99.0,1515.0,10.0,21.0,,,56563.0
2020-08-05,1946.0,Agra,UP,99.0,1546.0,41.0,31.0,,2790.0,59353.0
2020-08-06,1985.0,Agra,UP,100.0,1592.0,39.0,46.0,1.0,1732.0,61085.0
2020-08-07,2016.0,Agra,UP,101.0,1613.0,31.0,21.0,1.0,1607.0,62692.0
2020-08-08,2051.0,Agra,UP,101.0,1642.0,35.0,29.0,,1777.0,64469.0
2020-08-09,2097.0,Agra,UP,101.0,1672.0,46.0,30.0,,1806.0,66275.0
2020-08-10,2117.0,Agra,UP,101.0,1699.0,20.0,27.0,,1874.0,68149.0
2020-08-11,2172.0,Agra,UP,101.0,1716.0,55.0,17.0,,1858.0,70007.0
2020-08-12,2190.0,Agra,UP,102.0,1747.0,18.0,31.0,1.0,1811.0,71818.0
2020-08-13,2227.0,Agra,UP,102.0,1767.0,37.0,20.0,,1895.0,73713.0
2020-08-14,2237.0,Agra,UP,102.0,1782.0,10.0,15.0,,1996.0,75709.0
2020-08-15,2268.0,Agra,UP,102.0,1826.0,31.0,44.0,,2304.0,78013.0
2020-08-16,2297.0,Agra,UP,103.0,1870.0,29.0,44.0,1.0,1997.0,80010.0
2020-08-17,2337.0,Agra,UP,104.0,1900.0,40.0,30.0,1.0,1721.0,81731.0
2020-08-18,2360.0,Agra,UP,104.0,1944.0,23.0,44.0,,2113.0,83844.0
2020-08-19,2372.0,Agra,UP,104.0,1981.0,12.0,37.0,,2565.0,86409.0
2020-08-20,2396.0,Agra,UP,105.0,2018.0,24.0,37.0,1.0,2530.0,88939.0
2020-08-21,2421.0,Agra,UP,105.0,2054.0,25.0,36.0,,3074.0,92013.0
2020-08-22,2463.0,Agra,UP,105.0,2080.0,42.0,26.0,,2316.0,94329.0
2020-08-23,2500.0,Agra,UP,105.0,2115.0,37.0,35.0,,2588.0,96917.0
2020-08-24,2532.0,Agra,UP,106.0,2133.0,32.0,18.0,1.0,3095.0,100012.0
2020-08-25,2581.0,Agra,UP,106.0,2175.0,49.0,42.0,,2946.0,102958.0
2020-08-26,2617.0,Agra,UP,106.0,2204.0,36.0,29.0,,3019.0,105977.0
2020-08-27,2660.0,Agra,UP,106.0,2223.0,43.0,19.0,,2345.0,108322.0
2020-08-28,2700.0,Agra,UP,106.0,2248.0,40.0,25.0,,2094.0,110416.0
2020-08-29,2760.0,Agra,UP,106.0,2281.0,60.0,33.0,,2297.0,112713.0
2020-08-30,2827.0,Agra,UP,107.0,2317.0,67.0,36.0,1.0,2443.0,115156.0
2020-08-31,2889.0,Agra,UP,107.0,2344.0,62.0,27.0,,2371.0,117527.0
2020-09-01,2957.0,Agra,UP,107.0,2392.0,68.0,48.0,,2531.0,120058.0
2020-09-02,3041.0,Agra,UP,107.0,2418.0,84.0,26.0,,2580.0,122638.0
2020-09-03,3117.0,Agra,UP,108.0,2460.0,76.0,42.0,1.0,2545.0,125183.0
2020-09-04,3208.0,Agra,UP,108.0,2501.0,91.0,41.0,,2698.0,127881.0
2020-09-05,3288.0,Agra,UP,109.0,2545.0,80.0,44.0,1.0,2649.0,130530.0
2020-09-06,3373.0,Agra,UP,110.0,2595.0,85.0,50.0,1.0,2154.0,132684.0
2020-09-07,3459.0,Agra,UP,110.0,2655.0,86.0,60.0,,2011.0,134695.0
2020-09-08,3542.0,Agra,UP,111.0,2710.0,83.0,55.0,1.0,2364.0,137059.0
2020-09-09,3642.0,Agra,UP,111.0,2769.0,100.0,59.0,,2373.0,139432.0
2020-09-10,3733.0,Agra,UP,111.0,2859.0,91.0,90.0,,2613.0,142045.0
2020-09-11,3834.0,Agra,UP,111.0,2928.0,101.0,69.0,,2968.0,145013.0
2020-09-12,3934.0,Agra,UP,112.0,3007.0,100.0,79.0,1.0,2542.0,147555.0
2020-09-13,4045.0,Agra,UP,113.0,3104.0,111.0,97.0,1.0,2465.0,150020.0
2020-09-14,4152.0,Agra,UP,113.0,3175.0,107.0,71.0,,2067.0,152087.0
2020-09-15,4276.0,Agra,UP,113.0,3291.0,124.0,116.0,,,152087.0
2020-09-16,4332.0,Agra,UP,115.0,3399.0,56.0,108.0,2.0,5299.0,157386.0
2020-09-17,4507.0,Agra,UP,115.0,3485.0,175.0,86.0,,2420.0,159806.0
2020-09-18,4595.0,Agra,UP,116.0,3591.0,88.0,106.0,1.0,2535.0,162341.0
2020-09-19,4698.0,Agra,UP,116.0,3699.0,103.0,108.0,,,162341.0
