date,total.confirmed,district,state,total.deceased,total.recovered,delta.confirmed,delta.deceased,delta.recovered,delta.tested,total.tested,delta.other,total.other,levitt.Metric,MA.21.daily.tests,delta.positivity,MA.21.delta.positivity,delta.percent.case.growth,delta.hospitalized,total.hospitalized,delta.active,spline.active,spline.deceased,spline.hospitalized,spline.recovered,delta.tested.non.impu,delta.confirmed.non.impu,delta.deceased.non.impu,delta.recovered.non.impu,delta.other.non.impu,total.tested.non.impu,total.confirmed.non.impu,total.recovered.non.impu,total.deceased.non.impu,total.other.non.impu,delta.active.non.impu,MA.21.daily.active.non.impu,MA.21.daily.deceased.non.impu,MA.21.daily.recovered.non.impu
2020-07-11,86337.0,Mumbai,MH,5041.0,62791.0,1284.0,39.0,1497.0,5769.0,391217.0,1.0,279.0,0.0077666426450665885,4944.619047619048,22.256890275611024,28.061481124372428,-0.039640987284966345,190.8980106072493,12407.989005103991,18504.0,18504.0,39.0,190.8980106072493,1497.0,5769.0,1284.0,39.0,1497.0,1.0,391222.0,86338.0,62790.0,5040.0,288.0,18507.0,21913.0,80.14285714285714,1455.4285714285713
2020-07-12,87580.0,Mumbai,MH,5085.0,64232.0,1243.0,44.0,1441.0,5278.0,396495.0,0.0,279.0,0.008690554400029533,4995.666666666667,23.550587343690793,27.870753256786028,-0.031931464174454804,198.83521648141237,12606.824221585404,18263.0,18263.0,44.0,198.83521648141237,1441.0,5278.0,1243.0,44.0,1441.0,0.0,396500.0,87581.0,64231.0,5084.0,288.0,18266.0,21603.571428571428,77.0,1494.3333333333333
2020-07-13,88738.0,Mumbai,MH,5132.0,64982.0,1158.0,47.0,750.0,5241.0,401736.0,0.0,279.0,0.009200417252866725,5089.476190476191,22.09502003434459,27.324434387244764,-0.06838294448913917,143.8795400618241,12750.703761647228,18624.0,18624.0,47.0,143.8795400618241,750.0,5241.0,1158.0,47.0,750.0,0.0,401741.0,88739.0,64981.0,5131.0,288.0,18627.0,21292.190476190477,76.0952380952381,1500.047619047619
2020-07-14,89692.0,Mumbai,MH,5202.0,65993.0,954.0,70.0,1011.0,6579.0,408315.0,0.0,279.0,0.013547720273069783,5187.619047619048,14.500683994528044,27.14645941187932,-0.17616580310880825,117.92443841066422,12868.628200057892,18497.0,18497.0,70.0,117.92443841066422,1011.0,6579.0,954.0,70.0,1011.0,1.0,408320.0,89693.0,65992.0,5201.0,289.0,18499.0,20962.238095238095,74.33333333333333,1526.5238095238096
2020-07-15,91066.0,Mumbai,MH,5264.0,67190.0,1374.0,62.0,1197.0,7070.0,415385.0,0.0,279.0,0.011848026996556286,5271.380952380952,19.434229137199434,27.069487009118347,0.4402515723270439,198.77062601625278,13067.398826074144,18612.0,18612.0,62.0,198.77062601625278,1197.0,7070.0,1374.0,62.0,1197.0,0.0,415390.0,91067.0,67189.0,5263.0,289.0,18615.0,20706.095238095237,71.57142857142857,1467.7142857142858
2020-07-16,92542.0,Mumbai,MH,5320.0,67945.0,1476.0,56.0,755.0,5955.0,421340.0,0.0,279.0,0.010582109330537008,5312.380952380952,24.78589420654912,26.987778791122953,0.07423580786026207,210.9570797101797,13278.355905784325,19277.0,19277.0,56.0,210.9570797101797,755.0,5955.0,1476.0,56.0,0.0,1.0,421345.0,92543.0,67189.0,5319.0,290.0,20034.0,20559.85714285714,69.57142857142857,1365.7619047619048
2020-07-17,93756.0,Mumbai,MH,5382.0,68700.0,1214.0,62.0,755.0,6033.0,427373.0,1.0,280.0,0.011586748951161102,5357.0952380952385,20.122658710425988,26.733556489170237,-0.1775067750677507,174.41239230540887,13452.768298089733,19673.0,19673.0,62.0,174.41239230540887,755.0,6033.0,1214.0,62.0,1510.0,1.0,427378.0,93757.0,68699.0,5381.0,291.0,19676.0,20368.714285714286,66.95238095238095,1409.3333333333333
2020-07-18,94942.0,Mumbai,MH,5447.0,69852.0,1186.0,65.0,1152.0,5849.0,433222.0,0.0,280.0,0.0120049460968234,5393.047619047619,20.27697042229441,25.757533224930025,-0.023064250411861664,163.569715896617,13616.338013986351,19643.0,19643.0,65.0,163.569715896617,1152.0,5849.0,1186.0,65.0,1152.0,0.0,433227.0,94943.0,69851.0,5446.0,291.0,19646.0,20205.333333333332,65.04761904761905,1341.095238095238
2020-07-19,95980.0,Mumbai,MH,5511.0,71045.0,1038.0,64.0,1193.0,4989.0,438211.0,0.0,280.0,0.011681096499560964,5407.142857142857,20.80577269993987,25.442387986132807,-0.12478920741989885,134.56322633781025,13750.901240324161,19424.0,19424.0,64.0,134.56322633781025,1193.0,4989.0,1038.0,64.0,1193.0,1.0,438216.0,95981.0,71044.0,5510.0,292.0,19426.0,20013.619047619046,63.95238095238095,1358.6190476190477
2020-07-20,97015.0,Mumbai,MH,5552.0,72008.0,1035.0,41.0,963.0,4867.0,443078.0,0.0,280.0,0.007412128303405082,5544.714285714285,21.265666735155126,23.503524506960407,-0.0028901734104046506,141.58137113609163,13892.482611460253,19455.0,19455.0,41.0,141.58137113609163,963.0,4867.0,1035.0,41.0,963.0,0.0,443083.0,97016.0,72007.0,5551.0,292.0,19458.0,19788.04761904762,61.523809523809526,1385.857142857143
2020-07-21,97960.0,Mumbai,MH,5614.0,72915.0,945.0,62.0,907.0,7376.0,450454.0,0.0,280.0,0.011105254735187262,5801.761904761905,12.81182212581345,21.963772572944784,-0.08695652173913049,138.03025853789518,14030.512869998149,19431.0,19431.0,62.0,138.03025853789518,907.0,7376.0,945.0,62.0,907.0,0.0,450459.0,97961.0,72914.0,5613.0,292.0,19434.0,19553.0,60.04761904761905,1399.2857142857142
2020-07-22,99270.0,Mumbai,MH,5672.0,74478.0,1310.0,58.0,1563.0,6052.0,456506.0,0.0,280.0,0.010278311290135572,5557.809523809524,21.645736946463977,22.360879680121663,0.3862433862433863,206.48759778180556,14237.000467779955,19120.0,19120.0,58.0,206.48759778180556,1563.0,6052.0,1310.0,58.0,1563.0,0.0,456511.0,99271.0,74477.0,5671.0,292.0,19123.0,19265.47619047619,59.23809523809524,1444.142857142857
2020-07-23,100515.0,Mumbai,MH,5727.0,76462.0,1245.0,55.0,1984.0,6210.0,462716.0,0.0,280.0,0.009650044181893781,5612.666666666667,20.048309178743963,21.852532204421568,-0.04961832061068705,156.0259053084137,14393.026373088369,18326.0,18326.0,55.0,156.0259053084137,1984.0,6210.0,1245.0,55.0,1984.0,0.0,462721.0,100516.0,76461.0,5726.0,292.0,18329.0,19149.85714285714,59.095238095238095,1257.6666666666667
2020-07-24,101572.0,Mumbai,MH,5781.0,77619.0,1057.0,54.0,1157.0,7609.0,470325.0,0.0,280.0,0.009384844688618702,5734.142857142857,13.891444342226311,21.21952203178586,-0.15100401606425706,133.66441515456754,14526.690788242937,18172.0,18172.0,54.0,133.66441515456754,1157.0,7609.0,1057.0,54.0,1157.0,2.0,470330.0,101573.0,77618.0,5780.0,294.0,18173.0,19045.809523809523,58.19047619047619,1231.7619047619048
2020-07-25,102652.0,Mumbai,MH,5833.0,78236.0,1080.0,52.0,617.0,8495.0,478820.0,0.0,280.0,0.008954769671161603,5913.142857142857,12.713360800470866,20.65555883953029,0.021759697256386046,159.98819547157467,14686.678983714512,18583.0,18583.0,52.0,159.98819547157467,617.0,8495.0,1080.0,52.0,617.0,0.0,478825.0,102653.0,78235.0,5832.0,294.0,18586.0,18960.285714285714,57.42857142857143,1210.142857142857
2020-07-26,103753.0,Mumbai,MH,5890.0,79598.0,1101.0,57.0,1362.0,6738.0,485558.0,0.0,280.0,0.00972454989199478,6019.238095238095,16.340160284951025,20.074776692820638,0.019444444444444375,166.98566068804539,14853.664644402557,18265.0,18265.0,57.0,166.98566068804539,1362.0,6738.0,1101.0,57.0,1362.0,0.0,485563.0,103754.0,79597.0,5889.0,294.0,18268.0,18916.95238095238,56.857142857142854,1159.7142857142858
2020-07-27,104774.0,Mumbai,MH,5929.0,81304.0,1021.0,39.0,1706.0,8776.0,494334.0,0.0,280.0,0.006599567061735293,6248.523809523809,11.634001823154057,19.186139638944308,-0.07266121707538598,155.68028654440013,15009.344930946958,17541.0,17541.0,39.0,155.68028654440013,1706.0,8776.0,1021.0,39.0,1706.0,0.0,494339.0,104775.0,81303.0,5928.0,294.0,17544.0,18844.238095238095,56.857142857142854,1180.5714285714287
2020-07-28,105474.0,Mumbai,MH,5984.0,83771.0,700.0,55.0,2467.0,11643.0,505977.0,0.0,280.0,0.009233675946945524,6541.857142857143,6.012196169372155,18.790673753885446,-0.3143976493633692,93.4095214955113,15102.754452442468,15719.0,15719.0,55.0,93.4095214955113,2467.0,11643.0,700.0,55.0,2467.0,0.0,505982.0,105475.0,83770.0,5983.0,294.0,15722.0,18697.333333333332,56.42857142857143,1251.142857142857
2020-07-29,106583.0,Mumbai,MH,6044.0,84687.0,1109.0,60.0,916.0,10732.0,516709.0,0.0,280.0,0.009976803738317,6789.142857142857,10.333581811405143,18.12472674310796,0.5842857142857143,162.20758863501203,15264.96204107748,15852.0,15852.0,60.0,162.20758863501203,916.0,10732.0,1109.0,60.0,916.0,0.0,516714.0,106584.0,84686.0,6043.0,294.0,15855.0,18547.95238095238,56.333333333333336,1242.3333333333333
2020-07-30,107791.0,Mumbai,MH,6097.0,85807.0,1208.0,53.0,1120.0,10268.0,526977.0,0.0,280.0,0.008730802515185928,7020.380952380952,11.76470588235294,17.56926435120367,0.08926961226330032,176.58861162526892,15441.55065270275,15887.0,15887.0,53.0,176.58861162526892,1120.0,10268.0,1208.0,53.0,1120.0,0.0,526982.0,107792.0,85806.0,6096.0,294.0,15890.0,18388.666666666668,55.61904761904762,1250.095238095238
2020-07-31,108876.0,Mumbai,MH,6150.0,86434.0,1085.0,53.0,627.0,10554.0,537531.0,0.0,280.0,0.008655234892747459,7242.047619047619,10.280462383930264,16.979531205172503,-0.10182119205298013,131.43135321045406,15572.982005913203,16292.0,16292.0,53.0,131.43135321045406,627.0,10554.0,1085.0,53.0,627.0,0.0,537536.0,108877.0,86433.0,6149.0,294.0,16295.0,18284.428571428572,54.666666666666664,1197.142857142857
2020-08-01,109923.0,Mumbai,MH,6195.0,87266.0,1047.0,45.0,832.0,9084.0,546615.0,0.0,280.0,0.007290433262679274,7399.9047619047615,11.525759577278732,16.468524981442393,-0.035023041474654404,165.63892289324528,15738.62092880645,16462.0,16462.0,45.0,165.63892289324528,832.0,9084.0,1047.0,45.0,832.0,2.0,546620.0,109924.0,87265.0,6194.0,296.0,16463.0,18187.095238095237,54.95238095238095,1165.4761904761904
2020-08-02,111028.0,Mumbai,MH,6244.0,87659.0,1105.0,49.0,393.0,5374.0,551989.0,0.0,280.0,0.00787848757207981,7404.476190476191,20.5619650167473,16.326209632540323,0.05539637058261704,173.16137592342415,15911.782304729873,17125.0,17125.0,49.0,173.16137592342415,393.0,5374.0,1105.0,49.0,393.0,0.0,551994.0,111029.0,87658.0,6243.0,296.0,17128.0,18132.904761904763,55.19047619047619,1115.5714285714287
2020-08-03,111998.0,Mumbai,MH,6290.0,89449.0,970.0,46.0,1790.0,7793.0,559782.0,0.0,280.0,0.007340068059163468,7526.0,12.447067881432055,15.866783339544488,-0.12217194570135748,131.14002598140797,16042.92233071128,16259.0,16259.0,46.0,131.14002598140797,1790.0,7793.0,970.0,46.0,1790.0,0.0,559787.0,111999.0,89448.0,6289.0,296.0,16262.0,18020.285714285714,55.142857142857146,1165.095238095238
2020-08-04,112707.0,Mumbai,MH,6346.0,90320.0,709.0,56.0,871.0,7244.0,567026.0,0.0,280.0,0.008863622448654643,7557.666666666667,9.787410270568747,15.642341733641663,-0.26907216494845365,110.7803448721068,16153.702675583387,16041.0,16041.0,56.0,110.7803448721068,871.0,7244.0,709.0,56.0,871.0,1.0,567031.0,112708.0,90319.0,6345.0,297.0,16043.0,17903.333333333332,54.476190476190474,1158.4285714285713
2020-08-05,113832.0,Mumbai,MH,6388.0,91033.0,1125.0,42.0,713.0,8888.0,575914.0,0.0,280.0,0.006596537191762187,7644.238095238095,12.657515751575158,15.319641096230983,0.5867418899858956,152.91775169982895,16306.620427283216,16411.0,16411.0,42.0,152.91775169982895,713.0,8888.0,1125.0,42.0,713.0,0.0,575919.0,113833.0,91032.0,6387.0,297.0,16414.0,17798.52380952381,53.523809523809526,1135.3809523809523
2020-08-06,114742.0,Mumbai,MH,6445.0,92019.0,910.0,57.0,986.0,7241.0,583155.0,0.0,280.0,0.008883406038384603,7705.476190476191,12.567324955116696,14.737804465210392,-0.19111111111111112,124.37687573508298,16430.9973030183,16278.0,16278.0,57.0,124.37687573508298,986.0,7241.0,910.0,57.0,986.0,0.0,583160.0,114743.0,92018.0,6444.0,297.0,16281.0,17619.809523809523,53.57142857142857,1182.3333333333333
2020-08-07,115604.0,Mumbai,MH,6490.0,93258.0,862.0,45.0,1239.0,9070.0,592225.0,0.0,280.0,0.006957894324847819,7850.0952380952385,9.503858875413451,14.232147330209795,-0.05274725274725278,124.74718966010818,16555.74449267841,15856.0,15856.0,45.0,124.74718966010818,1239.0,9070.0,862.0,45.0,1239.0,0.0,592230.0,115605.0,93257.0,6489.0,297.0,15859.0,17438.04761904762,52.76190476190476,1169.4285714285713
2020-08-08,116908.0,Mumbai,MH,6548.0,94714.0,1304.0,58.0,1456.0,7561.0,599786.0,0.0,280.0,0.008897128792889744,7931.619047619048,17.246395979367808,14.087834261499005,0.5127610208816706,160.88829713248825,16716.632789810898,15646.0,15646.0,58.0,160.88829713248825,1456.0,7561.0,1304.0,58.0,1456.0,0.0,599791.0,116909.0,94713.0,6547.0,297.0,15649.0,17247.714285714286,52.42857142857143,1183.904761904762
2020-08-09,117974.0,Mumbai,MH,6596.0,95946.0,1066.0,48.0,1232.0,5628.0,605414.0,0.0,280.0,0.007303745188464087,7962.047619047619,18.941009239516703,13.999036001478853,-0.18251533742331283,162.470570099673,16879.103359910572,15432.0,15432.0,48.0,162.470570099673,1232.0,5628.0,1066.0,48.0,1232.0,0.0,605419.0,117975.0,95945.0,6595.0,297.0,15435.0,17057.666666666668,51.666666666666664,1185.7619047619048
2020-08-10,118899.0,Mumbai,MH,6642.0,97353.0,925.0,46.0,1407.0,8772.0,614186.0,0.0,280.0,0.006949718257202333,8148.0,10.544915640674875,13.48852404459884,-0.13227016885553466,137.3547654081368,17016.45812531871,14904.0,14904.0,46.0,137.3547654081368,1407.0,0.0,925.0,46.0,1407.0,0.0,605419.0,118900.0,97352.0,6641.0,297.0,14907.0,16840.95238095238,51.904761904761905,1206.904761904762
2020-08-11,119816.0,Mumbai,MH,6690.0,98507.0,917.0,48.0,1154.0,8772.0,622958.0,0.0,280.0,0.007200751185582147,8214.47619047619,10.453716370269039,13.376233294334822,-0.008648648648648671,134.50085598498782,17150.9589813037,14619.0,14619.0,48.0,134.50085598498782,1154.0,17544.0,917.0,48.0,1154.0,0.0,622963.0,119817.0,98506.0,6689.0,297.0,14622.0,16611.809523809523,51.23809523809524,1218.6666666666667
2020-08-12,120948.0,Mumbai,MH,6740.0,99429.0,1132.0,50.0,922.0,14913.0,637871.0,0.0,280.0,0.007446050784078532,8636.42857142857,7.590692684235231,12.706945472323932,0.23446019629225745,161.61570813137993,17312.574689435078,14779.0,14779.0,50.0,161.61570813137993,922.0,14913.0,1132.0,50.0,922.0,0.0,637876.0,120949.0,99428.0,6739.0,297.0,14782.0,16405.095238095237,50.857142857142854,1188.142857142857
2020-08-13,122148.0,Mumbai,MH,6788.0,100314.0,1200.0,48.0,885.0,3638.0,641509.0,0.0,280.0,0.007096422447764284,8513.952380952382,32.985156679494224,13.322985829502514,0.060070671378091856,178.1899659348802,17490.76465536996,15046.0,15046.0,48.0,178.1899659348802,885.0,0.0,1200.0,48.0,885.0,0.0,637876.0,122149.0,100313.0,6787.0,297.0,15049.0,16248.904761904761,50.523809523809526,1135.8095238095239
2020-08-14,123127.0,Mumbai,MH,6835.0,101220.0,979.0,47.0,906.0,3638.0,645147.0,0.0,280.0,0.006900122803932914,8324.857142857143,26.91039032435404,13.942935638175264,-0.1841666666666667,148.2274376513746,17638.992093021334,15072.0,15072.0,47.0,148.2274376513746,906.0,7275.0,979.0,47.0,906.0,3.0,645151.0,123128.0,101219.0,6834.0,300.0,15072.0,16101.238095238095,50.19047619047619,1123.857142857143
2020-08-15,123632.0,Mumbai,MH,6883.0,102109.0,505.0,48.0,889.0,6442.0,651589.0,0.0,280.0,0.006998133240314253,8227.095238095239,7.839180378764358,13.710831808570193,-0.48416751787538304,75.61091412313655,17714.60300714447,14640.0,14640.0,48.0,75.61091412313655,889.0,6442.0,-819.0,48.0,889.0,0.0,651593.0,122309.0,102108.0,6882.0,300.0,13319.0,15850.42857142857,50.0,1136.8095238095239
2020-08-16,124137.0,Mumbai,MH,6930.0,102828.0,505.0,47.0,719.0,5097.0,656686.0,0.0,280.0,0.0068052097855846325,8148.952380952381,9.907788895428684,13.404528409069128,0.0,79.18792356319999,17793.79093070767,14379.0,14379.0,47.0,79.18792356319999,719.0,5097.0,1010.0,47.0,719.0,0.0,656690.0,123319.0,102827.0,6929.0,300.0,13563.0,15626.380952380952,49.523809523809526,1106.1904761904761
2020-08-17,124890.0,Mumbai,MH,6970.0,103661.0,753.0,40.0,833.0,6710.0,663396.0,0.0,280.0,0.005755411570620752,8050.571428571428,11.222056631892698,13.384911971390016,0.4910891089108911,112.98288386544607,17906.773814573116,14259.0,14259.0,40.0,112.98288386544607,833.0,6710.0,753.0,40.0,833.0,1.0,663400.0,124072.0,103660.0,6969.0,301.0,13442.0,15431.047619047618,49.57142857142857,1064.6190476190477
2020-08-18,125821.0,Mumbai,MH,7019.0,104553.0,931.0,49.0,892.0,8492.0,671888.0,1.0,281.0,0.007005532975851958,7900.523809523809,10.963259538389073,13.620676893724156,0.23638778220451528,138.24571523781123,18045.01952981093,14248.0,14248.0,49.0,138.24571523781123,892.0,0.0,931.0,49.0,892.0,1.0,663400.0,125003.0,104552.0,7018.0,302.0,13432.0,15322.0,49.285714285714285,989.6190476190476
2020-08-19,126953.0,Mumbai,MH,7065.0,105417.0,1132.0,46.0,864.0,8492.0,680380.0,1.0,282.0,0.0065322583882062414,7793.857142857143,13.330193122939239,13.763372670463875,0.2158968850698173,168.09253453190365,18213.112064342833,14470.0,14470.0,46.0,168.09253453190365,864.0,0.0,1132.0,46.0,864.0,1.0,663400.0,126135.0,105416.0,7064.0,303.0,13654.0,15217.190476190477,48.61904761904762,987.1428571428571
2020-08-20,128233.0,Mumbai,MH,7111.0,106393.0,1280.0,46.0,976.0,8492.0,688872.0,1.0,283.0,0.006489864764890052,7709.285714285715,15.073009891662743,13.920910956621485,0.1307420494699647,173.20148187944505,18386.313546222278,14728.0,14728.0,46.0,173.20148187944505,976.0,25476.0,1280.0,46.0,976.0,0.0,688876.0,127415.0,106392.0,7110.0,303.0,13913.0,15123.047619047618,48.285714285714285,980.2857142857143
2020-08-21,129639.0,Mumbai,MH,7153.0,107628.0,1406.0,42.0,1235.0,8492.0,697364.0,1.0,284.0,0.005888968224865798,7611.0952380952385,16.556759302873292,14.219782238475913,0.09843749999999996,197.3465998397597,18583.660146062037,14857.0,14857.0,42.0,197.3465998397597,1235.0,8492.0,1406.0,42.0,1235.0,2.0,697368.0,128821.0,107627.0,7152.0,305.0,14040.0,15015.666666666666,47.76190476190476,1009.2380952380952
2020-08-22,130773.0,Mumbai,MH,7185.0,108728.0,1134.0,32.0,1100.0,6108.0,703472.0,0.0,284.0,0.004463670404741403,7469.380952380952,18.56581532416503,14.555022988327643,-0.19345661450924612,168.3895178084618,18752.049663870497,14860.0,14860.0,32.0,168.3895178084618,1100.0,0.0,1134.0,32.0,1100.0,0.0,697368.0,129955.0,108727.0,7184.0,305.0,14044.0,14900.47619047619,47.142857142857146,1022.0
2020-08-23,131764.0,Mumbai,MH,7219.0,109419.0,991.0,34.0,691.0,6108.0,709580.0,0.0,284.0,0.004720919626035823,7504.333333333333,16.224623444662736,14.348482913466471,-0.12610229276895946,149.02088785034675,18901.070551720844,15126.0,15126.0,34.0,149.02088785034675,691.0,12215.0,991.0,34.0,691.0,0.0,709583.0,130946.0,109418.0,7218.0,305.0,14310.0,14766.285714285714,46.42857142857143,1036.1904761904761
2020-08-24,132507.0,Mumbai,MH,7239.0,110442.0,743.0,20.0,1023.0,5960.0,715540.0,0.0,284.0,0.002766636153980513,7417.047619047619,12.466442953020135,14.349405535923045,-0.2502522704339052,95.76547349482746,18996.83602521567,14826.0,14826.0,20.0,95.76547349482746,1023.0,5960.0,743.0,20.0,1023.0,0.0,715543.0,131689.0,110441.0,7238.0,305.0,14010.0,14659.047619047618,45.19047619047619,999.6666666666666
2020-08-25,133094.0,Mumbai,MH,7274.0,111322.0,587.0,35.0,880.0,9538.0,725078.0,0.0,284.0,0.004823271253792954,7526.285714285715,6.15433004822814,14.176401715811588,-0.20995962314939431,87.16459166981222,19084.00061688548,14498.0,14498.0,35.0,87.16459166981222,880.0,0.0,587.0,35.0,880.0,1.0,715543.0,132276.0,111321.0,7273.0,306.0,13681.0,14546.57142857143,44.19047619047619,1000.0952380952381
2020-08-26,134948.0,Mumbai,MH,7302.0,112103.0,1854.0,28.0,781.0,9538.0,734616.0,4.0,288.0,0.0038419366686478066,7557.238095238095,19.438037324386663,14.499283695469279,2.1584327086882453,227.7550074252045,19311.755624310685,15539.0,15539.0,28.0,227.7550074252045,781.0,19076.0,1854.0,28.0,781.0,4.0,734619.0,134130.0,112102.0,7301.0,310.0,14723.0,14466.047619047618,43.523809523809526,1003.3333333333334
2020-08-27,136299.0,Mumbai,MH,7332.0,112937.0,1351.0,30.0,834.0,9266.0,743882.0,3.0,291.0,0.004100046744013553,7653.666666666667,14.580185624865097,14.595134203552536,-0.27130528586839264,186.30768359767737,19498.063307908364,16027.0,16027.0,30.0,186.30768359767737,834.0,9266.0,1351.0,30.0,834.0,3.0,743885.0,135481.0,112936.0,7331.0,313.0,15211.0,14415.095238095239,42.23809523809524,996.0952380952381
2020-08-28,137519.0,Mumbai,MH,7362.0,114178.0,1220.0,30.0,1241.0,9984.0,753866.0,5.0,296.0,0.004083304979370781,7697.190476190476,12.219551282051281,14.724452889582908,-0.09696521095484822,181.36280969036716,19679.42611759873,15974.0,15974.0,30.0,181.36280969036716,1241.0,9984.0,1220.0,30.0,1241.0,5.0,753869.0,136701.0,114177.0,7361.0,318.0,15158.0,14381.714285714286,41.523809523809526,996.1904761904761
2020-08-29,138800.0,Mumbai,MH,7393.0,114860.0,1281.0,31.0,682.0,8803.0,762669.0,4.0,300.0,0.004201971618133568,7756.333333333333,14.551857321367715,14.596141524916236,0.050000000000000044,190.4339219628745,19869.860039561605,16543.0,16543.0,31.0,190.4339219628745,682.0,8803.0,1281.0,31.0,682.0,4.0,762672.0,137982.0,114859.0,7392.0,322.0,15727.0,14385.42857142857,40.23809523809524,959.3333333333334
2020-08-30,140037.0,Mumbai,MH,7423.0,115712.0,1237.0,30.0,852.0,6146.0,768815.0,5.0,305.0,0.0040496815604469695,7781.0,20.126911812561016,14.652613076013584,-0.03434816549570652,167.24070176136578,20037.10074132297,16897.0,16897.0,30.0,167.24070176136578,852.0,6146.0,1237.0,30.0,852.0,5.0,768818.0,139219.0,115711.0,7422.0,327.0,16081.0,14416.190476190477,39.38095238095238,941.2380952380952
2020-08-31,141216.0,Mumbai,MH,7455.0,116628.0,1179.0,32.0,916.0,7156.0,775971.0,1.0,306.0,0.004301660081291942,7704.047619047619,16.475684740078258,14.935030652175648,-0.04688763136620855,178.21115142643905,20215.31189274941,17132.0,17132.0,32.0,178.21115142643905,916.0,7156.0,1179.0,32.0,916.0,1.0,775974.0,140398.0,116627.0,7454.0,328.0,16316.0,14483.285714285714,38.714285714285715,917.8571428571429
2020-09-01,142358.0,Mumbai,MH,7490.0,118219.0,1142.0,35.0,1591.0,8418.0,784389.0,1.0,307.0,0.0046838493124264375,7687.190476190476,13.56616773580423,15.083242621963038,-0.031382527565733676,176.5908568225186,20391.902749571927,16648.0,16648.0,35.0,176.5908568225186,1591.0,8418.0,1142.0,35.0,1591.0,0.0,784392.0,141540.0,118218.0,7489.0,328.0,15833.0,14540.952380952382,38.095238095238095,938.6666666666666
2020-09-02,143980.0,Mumbai,MH,7524.0,119062.0,1622.0,34.0,843.0,8393.0,792782.0,1.0,308.0,0.004529113909655898,7376.714285714285,19.325628499940425,15.64204908937757,0.4203152364273204,232.75368141624614,20624.656430988172,17393.0,17393.0,34.0,232.75368141624614,843.0,8393.0,1622.0,34.0,843.0,2.0,792785.0,143162.0,119061.0,7523.0,330.0,16576.0,14626.380952380952,37.333333333333336,934.9047619047619
2020-09-03,145506.0,Mumbai,MH,7561.0,119921.0,1526.0,37.0,859.0,9862.0,802644.0,1.0,309.0,0.0049055451373488015,7673.0952380952385,15.473534779963497,14.80816233225706,-0.05918618988902591,236.70008455159186,20861.356515539763,18023.0,18023.0,37.0,236.70008455159186,859.0,9862.0,1526.0,37.0,859.0,1.0,802647.0,144688.0,119920.0,7560.0,331.0,17207.0,14729.142857142857,36.80952380952381,933.6666666666666
2020-09-04,147435.0,Mumbai,MH,7596.0,121031.0,1929.0,35.0,1110.0,10388.0,813032.0,1.0,310.0,0.004618336373906653,7994.523809523809,18.569503273007314,14.410977234573883,0.26408912188728695,281.5265329391686,21142.883048478932,18807.0,18807.0,35.0,281.5265329391686,1110.0,10388.0,1929.0,35.0,1110.0,1.0,813035.0,146617.0,121030.0,7595.0,332.0,17991.0,14868.142857142857,36.23809523809524,943.3809523809524
2020-09-05,149123.0,Mumbai,MH,7629.0,121926.0,1688.0,33.0,895.0,11851.0,824883.0,4.0,314.0,0.004334982158052755,8252.095238095239,14.243523753269766,14.715945966693187,-0.12493519958527732,254.3191491272528,21397.202197606184,19564.0,19564.0,33.0,254.3191491272528,895.0,11851.0,1688.0,33.0,895.0,4.0,824886.0,148305.0,121925.0,7628.0,336.0,18748.0,15126.666666666666,35.523809523809526,943.6666666666666
2020-09-06,151033.0,Mumbai,MH,7666.0,122838.0,1910.0,37.0,912.0,9458.0,834341.0,4.0,318.0,0.004838191850271148,8459.761904761905,20.194544301120747,15.205791462202333,0.13151658767772512,242.47089333538923,21639.673090941575,20525.0,20525.0,37.0,242.47089333538923,912.0,9458.0,1910.0,37.0,912.0,0.0,834344.0,150215.0,122837.0,7665.0,336.0,19713.0,15419.52380952381,35.04761904761905,952.8571428571429
2020-09-07,152821.0,Mumbai,MH,7697.0,124377.0,1788.0,31.0,1539.0,9347.0,843688.0,4.0,322.0,0.0040356755938169165,8585.333333333334,19.12913234192789,15.582318876965914,-0.06387434554973825,285.7797734912335,21925.45286443281,20743.0,20743.0,31.0,285.7797734912335,1539.0,9347.0,1788.0,31.0,1539.0,7.0,843691.0,152003.0,124376.0,7696.0,343.0,19924.0,15728.190476190477,34.61904761904762,986.4761904761905
2020-09-08,154167.0,Mumbai,MH,7739.0,125266.0,1346.0,42.0,889.0,12763.0,856451.0,5.0,327.0,0.005441837736141647,8788.714285714286,10.546109848781635,15.562454606032226,-0.24720357941834448,184.38894350233124,22109.84180793514,21157.0,21157.0,42.0,184.38894350233124,889.0,12763.0,1346.0,42.0,889.0,5.0,856454.0,153349.0,125265.0,7738.0,348.0,20341.0,16057.190476190477,34.285714285714285,986.3333333333334
2020-09-09,156155.0,Mumbai,MH,7782.0,126103.0,1988.0,43.0,837.0,15701.0,872152.0,3.0,330.0,0.0055408942740397035,9132.0,12.661613909942043,15.530617500651406,0.47696879643387824,314.85708981233086,22424.698897747472,22267.0,22267.0,43.0,314.85708981233086,837.0,15701.0,1988.0,43.0,837.0,3.0,872155.0,155337.0,126102.0,7781.0,351.0,21451.0,16428.47619047619,34.142857142857146,985.047619047619
